일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2020/01/29,"196,500","203,000","190,500","202,500",▲,"8,000","+4.11","639,606","127,089","0.18","-24,972","-144","-14,435","-37,023","-84,190","31.60"
2020/01/28,"195,000","198,000","191,000","194,500",▼,"-18,000","-8.47","836,404","162,211","0.17","44,425","-305,268","110,413","90,767","56,201","31.63"
2020/01/23,"218,500","219,000","211,000","212,500",▼,"-11,000","-4.92","467,540","99,664","0.16","93,751","-76,920","-81,761","-18,780","-87,588","31.44"
2020/01/22,"215,500","224,500","215,000","223,500",▲,"4,500","+2.05","423,623","93,188","0.15","2,253","66","-38,428","14,385","-51,594","31.58"
2020/01/21,"222,000","227,000","217,000","219,000",▼,"-6,000","-2.67","445,999","98,100","0.14","52,037","-51,994","-15,610","22,868","19,805","31.64"
2020/01/20,"236,500","237,000","222,500","225,000",▼,"-11,500","-4.86","567,605","128,941","0.13","99,480","-73,921","-32,093","-31,924","-27,197","31.67"
2020/01/17,"237,000","240,500","232,000","236,500", ,"0","0","249,011","58,825","0.13","8,728","13,529","-36,166","18,331","-57,252","31.72"
2020/01/16,"236,000","236,500","232,000","236,500",▲,"2,000","+0.85","216,855","50,896","0.13","-3,342","12,956","-10,557","-10,375","-52,387","31.79"
2020/01/15,"236,000","238,000","231,500","234,500", ,"0","0","199,803","46,798","0.15","-4,742","-3,706","18,291","-6,010","2,941","31.80"
2020/01/14,"234,500","238,000","228,500","234,500",▲,"2,500","+1.08","329,888","76,902","0.15","208","-38,380","19,187","44,194","25,087","31.77"
2020/01/13,"223,000","236,000","221,000","232,000",▲,"11,500","+5.22","561,971","129,554","0.17","-65,110","16,756","34,947","37,705","46,798","31.74"
2020/01/10,"213,500","221,000","213,500","220,500",▲,"8,500","+4.01","309,458","67,435","0.14","-61,247","25,445","32,743","19,302","35,811","31.68"
2020/01/09,"218,500","219,000","210,000","212,000",▼,"-2,000","-0.93","275,845","59,013","0.13","52,912","-12,042","-21,579","-32,925","-24,529","31.62"
2020/01/08,"219,500","220,000","211,000","214,000",▼,"-8,500","-3.82","418,040","89,948","0.15","51,806","27,639","32,418","-78,069","-78,040","31.66"
2020/01/07,"209,000","222,500","209,000","222,500",▲,"15,500","+7.49","487,251","106,924","0.15","-141,090","48,157","78,151","92,917","90,480","31.60"
2020/01/06,"204,500","210,000","203,500","207,000",▲,"500","+0.24","185,010","38,400","0.16","-38,757","35,748","23,457","-2,286","6,547","31.47"
2020/01/03,"210,000","212,500","205,000","206,500",▼,"-1,000","-0.48","235,872","49,230","0.17","-22,306","41,691","77,496","-12,404","-13,329","31.43"
2020/01/02,"202,500","209,500","197,000","207,500",▲,"7,500","+3.75","244,784","50,023","0.17","-70,639","56,679","89,217","11,155","15,276","31.30"
2019/12/30,"195,500","200,000","195,500","200,000",▲,"5,000","+2.56","138,099","27,421","0.17","-29,894","18,789","-873","-5,228","-6,157","31.15"
2019/12/27,"194,000","199,000","193,500","195,000",▼,"-1,500","-0.76","133,224","26,117","0.16","1,270","-16,771","-83,876","-6,349","-17,953","31.15"
2019/12/26,"199,500","199,500","193,500","196,500",▼,"-1,500","-0.76","158,943","31,076","0.17","5,184","7,047","-122,927","-31,806","-37,830","31.29"
2019/12/24,"196,500","199,000","195,000","198,000",▲,"1,500","+0.76","95,794","18,870","0.16","-12,004","12,806","7,871","-6,096","-10,063","31.50"
2019/12/23,"202,500","203,000","196,500","196,500",▼,"-5,000","-2.48","224,884","44,577","0.16","28,068","25,857","-44,026","-74,029","-20,222","31.49"
2019/12/20,"201,500","203,500","199,500","201,500",▲,"1,500","+0.75","295,415","59,513","0.16","-15,575","23,531","-1,111","-3,719","4,658","31.56"
2019/12/19,"197,500","200,500","196,000","200,000",▲,"2,000","+1.01","213,728","42,681","0.17","-63,549","13,297","8,076","38,348","-19,697","31.56"
2019/12/18,"193,500","199,000","193,500","198,000",▲,"4,000","+2.06","144,815","28,578","0.17","-23,307","-12,039","21,585","33,645","3,417","31.55"
2019/12/17,"192,000","195,000","192,000","194,000",▲,"1,500","+0.78","107,457","20,876","0.17","-15,082","5,902","-25,771","8,539","8,789","31.51"
2019/12/16,"195,000","196,500","192,000","192,500",▼,"-3,000","-1.53","102,410","19,822","0.18","1,939","9,050","-49,542","-24,529","-16,077","31.56"
2019/12/13,"196,500","200,000","195,000","195,500",▲,"1,000","+0.51","183,187","36,067","0.18","-24,021","29,836","-26,276","-11,406","-12,740","31.64"
2019/12/12,"194,500","195,500","191,000","194,500",▲,"1,500","+0.78","222,499","43,123","0.18","-27,344","12,874","-14,182","-7,659","-17,358","31.69"
2019/12/11,"193,000","194,500","190,000","193,000",▲,"500","+0.26","167,907","32,273","0.19","-12,829","20,390","-52,928","-642","-3","31.71"
2019/12/10,"186,000","193,000","186,000","192,500",▲,"6,500","+3.49","184,479","35,289","0.18","-45,657","12,624","51,781","22,829","38,803","31.80"
2019/12/09,"187,000","189,000","183,000","186,000",▼,"-2,500","-1.33","138,776","25,713","0.18","11,554","-40,875","29,804","25,337","33,487","31.71"
2019/12/06,"185,500","189,000","185,500","188,500",▲,"2,500","+1.34","129,620","24,316","0.19","-17,292","12,246","-391","-260","-1,419","31.66"
2019/12/05,"191,000","192,500","182,500","186,000",▼,"-4,500","-2.36","281,644","52,245","0.19","7,494","-7,793","10,629","-7,911","6,114","31.66"
2019/12/04,"190,500","192,000","188,000","190,500",▼,"-3,500","-1.80","163,372","30,999","0.18","15,225","4,607","-22,965","-24,321","-41,100","31.65"
2019/12/03,"191,500","195,000","187,000","194,000",▲,"1,500","+0.78","224,897","43,149","0.18","-5,056","-11,246","5,772","22,129","5,837","31.68"
2019/12/02,"189,000","194,500","189,000","192,500",▲,"3,500","+1.85","151,242","29,178","0.19","-6,939","31,454","-489","-11,219","-7,549","31.68"
2019/11/29,"195,500","199,500","188,500","189,000",▼,"-2,500","-1.31","437,398","84,658","0.22","17,461","84,804","-96,552","-104,339","-111,753","31.68"
2019/11/28,"184,000","194,000","183,500","191,500",▲,"6,000","+3.23","389,658","74,532","0.23","-84,147","162,049","-78,456","-115,564","-71,872","31.84"
2019/11/27,"182,500","188,000","181,500","185,500",▲,"5,000","+2.77","295,615","54,784","0.22","-34,136","18,183","53,989","-16,273","-6,628","31.98"
2019/11/26,"187,500","188,500","180,500","180,500",▼,"-6,000","-3.22","437,215","79,733","0.21","50,853","58,539","-115,701","-116,781","-111,713","31.88"
2019/11/25,"185,000","191,000","185,000","186,500",▲,"2,000","+1.08","238,255","44,909","0.22","2,642","45,006","-57,579","-9,142","-8,633","32.08"
2019/11/22,"183,000","186,000","181,000","184,500",▲,"500","+0.27","148,962","27,424","0.23","-18,840","42,601","-26,826","-8,557","-27,005","32.18"
2019/11/21,"181,000","185,500","181,000","184,000",▲,"3,000","+1.66","284,521","52,193","0.22","-31,309","56,211","11,508","-3,714","-15,569","32.23"
2019/11/20,"181,000","183,000","176,500","181,000",▼,"-1,000","-0.55","335,271","60,426","0.22","4,085","32,290","-77,394","-51,323","-27,371","32.21"
2019/11/19,"182,500","184,000","180,500","182,000",▼,"-1,500","-0.82","273,350","49,882","0.23","-580","23,061","-345","-6,722","-29,878","32.34"
2019/11/18,"189,000","189,500","183,000","183,500",▼,"-5,500","-2.91","220,422","40,648","0.25","37,992","767","-38,805","-23,471","-11,430","32.34"
2019/11/15,"187,500","190,500","184,500","189,000",▲,"3,500","+1.89","218,392","41,151","0.24","-17,698","16,957","957","-32,804","-41,601","32.40"
2019/11/14,"182,000","186,500","179,500","185,500",▲,"3,500","+1.92","290,685","53,618","0.22","-6,132","22,480","-1,236","-18,389","7,962","32.40"
2019/11/13,"187,000","188,000","181,500","182,000",▼,"-7,000","-3.70","260,107","47,711","0.22","15,544","-7,930","-34,716","-21,888","-2,300","32.41"
2019/11/12,"190,000","190,000","184,000","189,000",▲,"1,000","+0.53","346,179","64,634","0.21","10,537","1,980","-26,785","-20,103","18,251","32.46"
2019/11/11,"192,000","194,000","185,500","188,000",▼,"-3,500","-1.83","364,946","68,757","0.15","-23,497","16,901","5,575","-12,030","55,822","32.51"
2019/11/08,"208,000","208,000","190,500","191,500",▼,"-13,000","-6.36","731,956","142,751","0.17","68,480","-87,308","13,920","-14,142","58,301","32.50"
2019/11/07,"206,500","210,000","202,500","204,500",▼,"-3,000","-1.45","395,396","81,699","0.17","-57,604","-74,005","127,127","101,420","101,123","32.48"
2019/11/06,"203,000","208,500","202,000","207,500",▲,"5,500","+2.72","394,839","81,320","0.19","-40,389","-43,712","42,623","124,458","-20,974","32.26"
2019/11/05,"197,000","203,000","194,000","202,000",▲,"6,000","+3.06","386,055","77,088","0.19","-84,522","-14,753","78,797","109,387","40,089","32.19"
2019/11/04,"196,000","198,000","193,500","196,000", ,"0","0","227,870","44,648","0.19","-35,668","15,662","37,140","56,712","-3,201","32.05"
2019/11/01,"192,000","197,000","190,000","196,000",▲,"4,000","+2.08","387,009","75,377","0.20","-72,746","-23,814","73,461","83,903","80,235","31.99"
2019/10/31,"187,500","199,000","184,000","192,000",▲,"8,000","+4.35","1,116,590","215,458","0.23","-141,076","10,864","77,175","148,125","-657","31.86"
2019/10/30,"163,000","185,500","159,500","184,000",▲,"23,000","+14.29","1,310,133","229,799","0.24","-251,572","109,741","142,168","171,179","36,367","31.73"
2019/10/29,"157,000","161,000","156,500","161,000",▲,"5,500","+3.54","298,958","47,700","0.24","-51,046","31,177","24,581","13,799","21,816","31.49"
2019/10/28,"158,500","158,500","151,500","155,500",▼,"-1,500","-0.96","210,407","32,579","0.22","-19,889","44,612","-28,909","12,125","-12,378","31.45"
2019/10/25,"158,500","159,500","156,500","157,000",▼,"-1,500","-0.95","119,034","18,708","0.23","19,613","5,581","-17,065","-25,001","-3,327","31.49"
2019/10/24,"157,500","159,000","156,500","158,500", ,"0","0","152,654","24,070","0.23","5,607","9,011","-28,217","-4,910","-37,231","31.52"
2019/10/23,"158,000","159,000","157,000","158,500",▲,"500","+0.32","115,283","18,261","0.25","-10,545","7,665","-195","-69","-2,589","31.57"
2019/10/22,"156,000","158,500","154,500","158,000",▲,"5,000","+3.27","189,512","29,780","0.24","-50,265","41,297","25,105","4,262","9,011","31.57"
2019/10/21,"155,000","156,500","150,500","153,000",▼,"-2,500","-1.61","186,612","28,428","0.26","15,189","6,115","-6,085","-8,411","-22,488","31.53"
2019/10/18,"154,500","159,000","154,000","155,500",▲,"2,500","+1.63","317,277","49,873","0.26","-40,883","82,755","-36,420","-48,107","-30,646","31.54"
2019/10/17,"155,500","156,500","152,500","153,000",▼,"-1,500","-0.97","129,029","19,953","0.27","-4,341","14,988","-11,043","-11,422","-8,537","31.60"
2019/10/16,"151,000","155,000","150,000","154,500",▲,"4,500","+3.00","197,612","30,337","0.28","-56,989","45,372","51,142","13,197","12,328","31.62"
2019/10/15,"151,000","152,000","150,000","150,000",▼,"-2,500","-1.64","170,489","25,708","0.28","17,101","-4,346","1,205","-10,211","-15,413","31.53"
2019/10/14,"150,500","153,500","149,000","152,500",▲,"3,000","+2.01","229,765","34,763","0.30","-24,953","26,419","8,306","-2,584","-13,052","31.53"
2019/10/11,"150,500","152,000","148,000","149,500",▲,"4,500","+3.10","274,888","41,145","0.30","-45,181","-32,579","69,389","74,416","8,745","31.52"
2019/10/10,"148,000","149,500","144,000","145,000",▼,"-5,000","-3.33","386,566","56,281","0.31","14,288","1,538","1,752","-65,200","13,582","31.40"
2019/10/08,"147,500","153,000","146,000","150,000",▲,"4,000","+2.74","341,789","51,428","0.32","-67,973","74,856","-8,729","6,953","-2,337","31.40"
2019/10/07,"147,500","148,500","145,000","146,000",▲,"1,500","+1.04","185,641","27,220","0.36","-15,027","48,347","-27,788","-32,460","-25,123","31.41"
2019/10/04,"143,000","148,000","143,000","144,500",▲,"500","+0.35","356,898","52,039","0.37","-51,506","29,207","55,011","-8,809","40,829","31.46"
2019/10/02,"141,500","145,000","141,000","144,000",▲,"500","+0.35","283,990","40,777","0.38","-37,478","-12,596","43,051","-35,736","19,092","31.36"
2019/10/01,"140,500","144,000","139,500","143,500",▲,"3,000","+2.14","194,949","27,798","0.34","-17,126","29,296","-13,077","-11,778","-26,477","31.29"
2019/09/30,"145,000","147,500","140,000","140,500",▼,"-4,500","-3.10","295,326","42,100","0.43","80,919","38,767","-100,615","-79,155","-92,395","31.31"
2019/09/27,"139,000","148,500","138,500","145,000",▲,"7,000","+5.07","547,888","79,306","0.43","-156,838","55,497","107,749","108,010","40,101","31.49"
2019/09/26,"139,500","140,500","137,000","138,000",▼,"-1,000","-0.72","151,541","21,001","0.42","2,453","-5,905","-3,337","12,695","-42,639","31.30"
2019/09/25,"140,500","141,500","138,500","139,000",▼,"-1,500","-1.07","212,045","29,529","0.43","-9,494","-7,425","18,674","17,334","-19,178","31.31"
2019/09/24,"141,500","141,500","138,500","140,500",▲,"3,000","+2.18","198,588","27,753","0.43","-15,600","24,774","-11,281","-13,344","14,227","31.27"
2019/09/23,"139,000","139,500","137,500","137,500",▼,"-2,000","-1.43","114,319","15,826","0.43","4,606","19,908","654","-31,121","17,186","31.29"
2019/09/20,"139,000","140,000","133,000","139,500",▲,"1,000","+0.72","512,387","70,358","0.41","17,658","-29,420","11,623","-7,153","36,020","31.29"
2019/09/19,"139,000","139,500","137,500","138,500", ,"0","0","181,118","25,086","0.41","20,070","-26,777","4,227","3,245","-27,905","31.27"
2019/09/18,"138,000","139,500","137,500","138,500", ,"0","0","141,334","19,579","0.38","411","-15,726","17,209","14,811","-616","31.27"
2019/09/17,"144,000","144,000","137,500","138,500",▼,"-5,000","-3.48","315,479","43,923","0.37","115,845","-28,049","-83,501","-76,507","-66,228","31.24"
2019/09/16,"144,500","145,500","142,000","143,500",▲,"1,500","+1.06","306,013","43,971","0.33","10,551","26,336","-48,943","-22,636","-72,527","31.38"
2019/09/11,"141,000","144,000","139,000","142,000",▲,"2,500","+1.79","392,989","55,857","0.32","-6,641","96,026","-110,165","-98,397","70,133","31.46"
2019/09/10,"140,000","141,000","138,500","139,500", ,"0","0","227,670","31,882","0.34","-3,962","18,219","-51,143","-18,682","-7,818","31.65"
2019/09/09,"138,000","141,000","137,000","139,500",▲,"3,000","+2.20","332,627","46,450","0.32","-29,476","100,626","-133,343","-62,886","67,529","31.74"
2019/09/06,"141,000","141,500","135,500","136,500",▼,"-4,500","-3.19","286,999","39,313","0.36","64,125","14,346","-78,123","-28,574","-63,493","31.97"
2019/09/05,"140,500","141,500","138,500","141,000",▲,"2,000","+1.44","591,337","83,126","0.34","-37,149","72,010","-9,542","165,651","18,481","32.10"
2019/09/04,"140,000","141,000","138,500","139,000",▼,"-2,500","-1.77","422,264","58,935","0.36","70,610","99,170","-194,325","-170,912","-37,896","32.12"
2019/09/03,"132,000","144,000","132,000","141,500",▲,"10,000","+7.60","838,557","117,587","0.36","-116,351","209,651","-94,169","-102,222","-97,334","32.45"
2019/09/02,"130,500","134,000","129,500","131,500",▲,"1,500","+1.15","244,664","32,237","0.38","-14,689","3,980","14,113","13,181","8,139","32.61"
2019/08/30,"126,000","133,000","125,500","130,000",▲,"6,000","+4.84","517,046","67,285","0.38","-79,929","-2,880","80,955","88,327","85,629","32.59"
2019/08/29,"124,000","127,000","123,500","124,000",▲,"500","+0.40","257,442","32,184","0.39","-2,157","29,404","-31,622","-37,261","-4,648","32.45"
2019/08/28,"121,500","123,500","121,000","123,500",▲,"1,500","+1.23","135,151","16,532","0.37","4,123","-1,224","-2,896","-345","-30,143","32.50"
2019/08/27,"122,000","123,000","121,000","122,000",▲,"1,500","+1.24","187,623","22,899","0.38","-12,494","3,142","-2,086","2,184","1,463","32.51"
2019/08/26,"121,000","122,500","120,000","120,500",▼,"-3,500","-2.82","151,020","18,211","0.39","14,483","-19,157","17,987","-370","-9,052","32.51"
2019/08/23,"124,000","126,000","124,000","124,000",▼,"-2,000","-1.59","226,745","28,403","0.40","24,245","1,223","-23,438","-14,255","-25,352","32.48"
2019/08/22,"126,500","129,000","125,500","126,000", ,"0","0","196,614","24,974","0.40","44,116","3,903","-39,984","-47,326","-40,683","32.52"
2019/08/21,"127,500","127,500","125,000","126,000",▼,"-2,000","-1.56","161,763","20,389","0.39","26,290","-12,290","-30,757","-20,780","-30,314","32.59"
2019/08/20,"124,000","128,000","122,000","128,000",▲,"4,500","+3.64","283,364","35,605","0.38","11,951","-23,270","23,096","-26,422","30,706","32.64"
2019/08/19,"125,000","127,000","122,500","123,500",▼,"-500","-0.40","136,112","16,902","0.38","14,688","-8,800","-1,625","-12,439","9,437","32.60"
2019/08/16,"125,500","125,500","122,000","124,000",▼,"-2,000","-1.59","137,137","16,949","0.37","22,078","-6,745","-44,443","-11,999","-3,695","32.60"
2019/08/14,"130,500","131,000","125,500","126,000",▼,"-3,000","-2.33","176,198","22,497","0.37","55,493","-6,803","-20,891","-35,451","-29,747","32.68"
2019/08/13,"124,000","131,000","123,500","129,000",▲,"4,000","+3.20","285,432","36,441","0.38","-36,827","-495","31,926","20,772","31,061","32.72"
2019/08/12,"125,500","127,500","123,500","125,000", ,"0","0","186,686","23,434","0.38","8,092","-16,434","8,418","13,890","16,293","32.66"
2019/08/09,"126,500","128,000","124,500","125,000", ,"0","0","222,568","27,979","0.35","42,377","-14,903","-12,541","-21,799","19,514","32.65"
2019/08/08,"125,000","129,000","123,000","125,000",▲,"2,000","+1.63","563,433","70,962","0.34","86,832","-5,820","-63,443","-88,065","15,509","32.67"
2019/08/07,"124,000","126,000","122,500","123,000", ,"0","0","352,748","43,750","0.37","-21,633","16,574","3,095","-51,819","-30,801","32.78"
2019/08/06,"118,500","124,500","118,000","123,000",▼,"-1,000","-0.81","450,070","54,893","0.40","-32,260","27,119","10,229","5,219","68,244","32.77"
2019/08/05,"130,000","130,500","124,000","124,000",▼,"-6,500","-4.98","452,317","56,718","0.38","-18,902","27,549","-36,588","-41,157","74,756","32.75"
2019/08/02,"131,000","134,000","130,000","130,500",▼,"-3,000","-2.25","386,411","50,832","0.38","16,545","-38,287","29,429","5,380","104,962","32.82"
2019/08/01,"137,000","137,500","131,000","133,500",▼,"-6,500","-4.64","710,909","94,867","0.34","96,984","-15,414","-78,376","-206,029","-144,206","32.77"
2019/07/31,"150,000","151,000","139,000","140,000",▼,"-9,000","-6.04","695,519","99,950","0.35","152,504","-48,209","-123,895","-78,968","9,173","32.90"
2019/07/30,"151,000","152,000","148,500","149,000",▼,"-2,000","-1.32","208,577","31,284","0.35","8,129","-4,129","752","-19,748","19,524","33.11"
2019/07/29,"155,500","157,500","150,500","151,000",▼,"-4,000","-2.58","204,746","31,314","0.36","10,104","8,588","-18,795","-12,205","-6,608","33.11"
2019/07/26,"153,500","156,000","153,000","155,000",▲,"1,500","+0.98","220,662","34,112","0.37","-20,548","-9,824","24,710","41,560","60,823","33.14"
2019/07/25,"156,000","157,000","152,500","153,500",▼,"-3,000","-1.92","258,551","39,767","0.38","15,059","-20,428","17,118","18,851","24,808","33.10"
2019/07/24,"160,000","160,500","156,000","156,500",▼,"-2,000","-1.26","118,250","18,676","0.34","24,224","-37","-24,862","-21,233","-5,338","33.07"
2019/07/23,"160,000","161,500","157,500","158,500",▼,"-1,000","-0.63","190,831","30,378","0.36","26,726","5,664","-35,556","-41,877","-9,220","33.11"
2019/07/22,"159,500","160,000","158,000","159,500", ,"0","0","77,981","12,410","0.37","653","-3,656","2,511","2,407","11,847","33.17"
2019/07/19,"160,000","161,500","157,500","159,500",▲,"1,000","+0.63","148,986","23,724","0.37","13,216","-2,238","-35,532","-9,825","5,778","33.17"
2019/07/18,"159,000","161,000","157,500","158,500",▼,"-1,000","-0.63","152,094","24,266","0.34","-10,184","629","12,970","9,441","17,529","33.23"
2019/07/17,"164,000","164,000","157,000","159,500",▼,"-5,500","-3.33","248,282","39,478","0.34","97,500","-60,823","-46,475","-34,148","-54,317","33.21"
2019/07/16,"160,000","165,500","160,000","165,000",▲,"3,500","+2.17","168,541","27,683","0.35","-43,221","25,504","20,578","12,964","8,332","33.29"
2019/07/15,"163,000","164,500","160,000","161,500",▼,"-500","-0.31","107,389","17,433","0.34","2,696","48","-5,333","-311","-4,150","33.25"
2019/07/12,"165,500","165,500","160,500","162,000",▼,"-3,000","-1.82","168,817","27,394","0.36","53,304","-39,937","-12,733","-4,403","-40,644","33.26"
2019/07/11,"159,000","167,000","159,000","165,000",▲,"6,000","+3.77","219,312","36,131","0.34","-44,112","3,053","46,832","41,365","19,129","33.28"
2019/07/10,"159,500","161,000","158,500","159,000", ,"0","0","150,813","24,093","0.34","11,605","-30,229","26,546","14,188","-31,298","33.20"
2019/07/09,"162,000","163,500","158,000","159,000",▼,"-3,000","-1.85","205,161","32,845","0.33","8,458","-57,734","49,291","47,793","-3,940","33.16"
2019/07/08,"168,500","168,500","161,500","162,000",▼,"-7,000","-4.14","237,813","39,039","0.39","43,581","-698","-44,540","-41,228","-45,397","33.07"
2019/07/05,"162,000","170,000","161,000","169,000",▲,"7,500","+4.64","421,907","70,650","0.38","-121,461","110,702","44,077","14,716","-11,585","33.15"
2019/07/04,"157,500","162,000","155,500","161,500",▲,"4,500","+2.87","182,021","28,861","0.34","-4,626","2,097","16,685","6,957","-3,622","33.08"
2019/07/03,"160,500","161,500","155,500","157,000",▼,"-3,000","-1.88","289,630","45,682","0.32","65,602","-19,669","-45,776","-61,132","-37,120","33.05"
2019/07/02,"164,000","165,000","159,500","160,000",▼,"-4,000","-2.44","212,482","34,231","0.32","90,777","-53,674","-49,672","-37,300","-33,146","33.13"
2019/07/01,"167,500","170,000","163,500","164,000",▼,"-500","-0.30","230,858","38,421","0.32","43,203","9,732","-56,915","-51,960","-25,504","33.21"
2019/06/28,"166,000","167,000","163,500","164,500",▼,"-1,500","-0.90","130,697","21,523","0.31","10,791","2,479","-29,868","-25,705","-4,845","33.31"
2019/06/27,"162,500","167,000","161,500","166,000",▲,"2,500","+1.53","320,374","52,635","0.32","33,552","1,214","-35,139","-51,491","5,934","33.36"
2019/06/26,"168,000","169,000","162,500","163,500",▼,"-4,000","-2.39","239,907","39,352","0.31","68,545","-26,299","-42,400","-46,808","-37,437","33.42"
2019/06/25,"169,000","172,500","167,000","167,500",▼,"-2,000","-1.18","138,968","23,525","0.31","31,018","2,849","-34,858","-35,840","-7,464","33.49"
2019/06/24,"171,500","171,500","168,500","169,500",▼,"-2,000","-1.17","122,663","20,792","0.29","38,433","-6,599","-27,855","-25,118","-50,754","33.55"
2019/06/21,"171,500","172,000","169,500","171,500",▲,"500","+0.29","151,251","25,854","0.29","18,176","-29,203","11,011","20,067","-2,913","33.60"
2019/06/20,"171,500","172,500","170,000","171,000",▼,"-500","-0.29","121,656","20,781","0.27","32,217","8,805","-41,500","-43,333","-41,275","33.58"
2019/06/19,"172,000","175,000","170,500","171,500",▲,"1,000","+0.59","228,879","39,380","0.27","54,000","3,561","-57,410","-58,951","-60,287","33.65"
2019/06/18,"170,000","172,500","169,500","170,500",▲,"500","+0.29","150,515","25,684","0.28","12,714","-20,270","494","-12,820","16,352","33.75"
2019/06/17,"169,500","171,500","169,500","170,000",▲,"1,000","+0.59","197,354","33,596","0.25","2,026","-14,196","12,197","-4,900","21,575","33.75"
2019/06/14,"174,500","175,000","167,500","169,000",▼,"-6,000","-3.43","258,720","43,969","0.25","102,788","-85,870","-17,125","-20,120","25,303","33.73"
2019/06/13,"174,000","175,500","172,500","175,000",▲,"500","+0.29","200,398","34,963","0.23","12,098","-6,039","-5,675","-6,132","28,322","33.76"
2019/06/12,"177,000","178,000","174,000","174,500",▼,"-3,000","-1.69","171,774","30,116","0.23","45,012","-20,574","-24,151","-25,246","9,812","33.77"
2019/06/11,"177,000","179,000","176,000","177,500",▲,"500","+0.28","138,598","24,595","0.21","25,304","-11,355","-24,220","-22,802","4,063","33.81"
2019/06/10,"180,000","180,500","176,000","177,000",▼,"-3,000","-1.67","156,067","27,621","0.22","72,076","-32,447","-39,393","-38,397","-11,561","33.85"
2019/06/07,"179,500","181,000","177,000","180,000",▲,"500","+0.28","162,563","29,212","0.23","10,158","-931","-41,196","-2,192","12,298","33.92"
2019/06/05,"180,000","180,500","177,000","179,500",▲,"2,000","+1.13","164,310","29,358","0.22","-2,790","-21,770","35,258","17,066","29","33.99"
2019/06/04,"180,500","181,000","177,000","177,500",▼,"-2,500","-1.39","116,299","20,692","0.22","42,228","-20,322","-22,223","-15,893","-6,393","33.93"
2019/06/03,"176,500","182,000","175,500","180,000",▲,"1,000","+0.56","153,750","27,685","0.20","-1,196","1,710","23,060","5,002","-654","33.96"
2019/05/31,"177,000","181,000","175,000","179,000",▲,"3,000","+1.70","156,383","28,005","0.20","8,785","-8,029","5,855","100","9,818","33.92"
2019/05/30,"180,000","181,500","172,000","176,000",▼,"-4,000","-2.22","278,621","48,666","0.20","53,072","-44,919","-25,944","-17,453","7,253","33.91"
2019/05/29,"183,500","185,000","179,500","180,000",▼,"-1,500","-0.83","109,653","19,849","0.20","10,230","2,684","15,197","14,465","-4,254","33.96"
2019/05/28,"182,500","186,500","181,500","181,500",▼,"-1,000","-0.55","253,244","46,199","0.21","6,253","8,880","-4,487","-13,637","-33,244","33.93"
2019/05/27,"179,500","182,500","177,500","182,500",▲,"3,500","+1.96","138,266","24,976","0.19","-17,736","6,040","12,285","2,047","23,466","33.94"
2019/05/24,"183,000","185,000","177,500","179,000",▼,"-7,500","-4.02","254,547","45,875","0.19","47,620","-25,922","-28,868","-18,198","1,317","33.92"
2019/05/23,"190,000","190,500","180,000","186,500",▼,"-4,000","-2.10","268,622","49,719","0.19","10,602","-29,357","27,061","13,488","37,941","33.97"
2019/05/22,"191,500","194,500","189,500","190,500", ,"0","0","113,957","21,766","0.19","4,349","-3,600","-21,618","-5,080","11,459","33.92"
2019/05/21,"193,500","197,000","189,500","190,500",▼,"-4,500","-2.31","158,056","30,309","0.21","20,351","-23,267","-24,479","-13,120","19,109","33.96"
2019/05/20,"196,500","203,500","193,500","195,000",▼,"-2,500","-1.27","148,114","29,335","0.20","2,222","-3,937","-7,593","-7,388","176","34.00"
2019/05/17,"201,000","203,000","196,500","197,500",▼,"-2,500","-1.25","121,093","24,086","0.20","5,744","-25,873","16,178","21,273","7,517","34.01"
2019/05/16,"199,500","203,000","199,000","200,000", ,"0","0","111,840","22,418","0.20","9","-8,001","-766","7,708","1,879","33.99"
2019/05/15,"198,000","205,000","195,500","200,000",▲,"2,500","+1.27","174,553","35,161","0.21","2,385","4,268","-15,201","2,561","-20,397","33.99"
2019/05/14,"195,000","199,000","190,500","197,500",▲,"1,000","+0.51","229,813","44,765","0.18","19,025","-18,395","-4,834","-10,458","-584","34.01"
2019/05/13,"201,000","204,000","194,000","196,500",▼,"-7,000","-3.44","197,844","38,975","0.18","36,191","-36,469","-4,013","-7,239","-2,712","34.02"
2019/05/10,"201,500","209,500","200,500","203,500",▲,"1,500","+0.74","179,188","36,611","0.18","3,199","4,859","-13,241","-10,286","-13,280","34.03"
2019/05/09,"209,500","213,000","202,000","202,000",▼,"-7,500","-3.58","203,000","41,577","0.18","16,335","-36,580","6,997","6,048","-10,321","34.05"
2019/05/08,"207,000","213,000","207,000","209,500",▼,"-2,500","-1.18","96,783","20,347","0.19","1,322","-14,322","2,740","4,411","-491","34.04"
2019/05/07,"211,000","214,500","206,500","212,000",▼,"-4,500","-2.08","161,305","34,185","0.20","5,109","-32,375","-17,387","7,481","6,782","34.04"
2019/05/03,"211,500","220,500","210,500","216,500",▲,"4,000","+1.88","219,904","47,549","0.21","-43,290","-17,233","2,753","254","-39,570","34.07"
2019/05/02,"205,500","214,500","205,000","212,500",▲,"4,500","+2.16","265,520","55,998","0.20","-39,575","-1,626","26,724","-29,376","-27,177","34.06"
